resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,device_name,id,id_str,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,average_temp,average_watts,max_watts,weighted_average_watts,device_watts,kilojoules,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}","Figueira da foz, Lisboa",205527.0,29063,32937,1532.0,Ride,Ride,10.0,Wahoo ELEMNT BOLT 3,19487539556,19487539556,2026-07-27T06:56:11Z,2026-07-27T07:56:11Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,26,14,0,1,0,"{'id': 'a19487539556', 'summary_polyline': 'cv`tFdvbu@rLAaEgj@bAq{@{FmMsN[kDsI`RwVhz@|Gxk@jjAvl@og@x]rc@~PtHxaEqLn|@ls@pkBdh@|vA{o@nu@_gAz]jd@t{@vb@tp@yNtVoa@|c@hSfRrSlElUjSuOhhBsVfb@zpB~Vbh@|Kfr@`N|\\`HtDn|@mJlFxPhBzm@pHhRdBll@zo@ri@|y@vpBbLrKtqAOnWjx@~yElnAzCh[fYnXxKae@rwNxwDhb@hgAbP`M~JzY`V~IdKtY~HFrBvS`ShJlHdSxOlJ~SfExv@mSto@sDtdB~d@pYns@~^fc@x~A~FcCjDb\\kE`KhIpFqOvFEd`@zg@nh@dSoAgKhKqr@xTx_@pb@nJ`pBf`At}@aEn`Aje@||AxItn@kEva@nZhIyE}J_m@xl@tNhHaJpWl@j}@zVbi@`SlBgLzI}DwBwUfuBlJjc@fLjj@zo@hf@|Kf`@bXtKp[xF~p@_Fio@yKm]rf@|Yb_BjNlo@lv@vSxPbGmv@hc@nDjpG~nEb{DtPhh@|OlSaGhm@`QbeAmd@vf@|Ov_BleAxl@x_ArUoJkIvOVpIjg@nNl[sFnClUv^th@jGE~VzZdTxAjw@n_@rjAgLr^qa@h]oJtLiVhZkOdmAy`@pp@gClFoKd\\zExX}E|RlC|o@zN`xAtu@neC|HjYt]p_@sEbUrRfPwEzZ|FxTh[bb@hRnTsFhWxDrRfc@rAlX|Ylh@xEtUbi@pOlGdVzWfOtDxMnk@ti@th@vx@df@dUxq@kFnIjNl^n@pQ`MrOv\\bVzDt_@dgAh`@pZt}@vAxZye@lQjBxG`Plb@qFjWaIvc@e_@jL}i@t`AqB`GxKgD|a@fXx_@dWtoAfMfXvb@nRzjC`c@f`@q^v_AnHfe@_ClRiNrnAEnKmz@dQ}j@~IlIzR{KdLzD~AfNzLjPhQQxn@sW`[bJfUiF~EqJrC{QiC_VnFqHt|Ap\\tNkSnBya@lHxGyBnw@|Gx_@zrAu[KzS`TpPtLwQxg@pHlNsIpz@bL`WlPrlA_Wz\\_[bZoa@vMpEbLxj@z_@uD`T`FxL`VtWeHpGeOj_BwbAlYhY|e@bQjNjAxV}w@|\\iTtIz@jO}Qja@zFnAtLrHbGtb@m@dGkGd\\rNpk@|g@pMnB`]mKtc@hGtLiIgCe_@nEk_@zIwRzVgNth@FxTtNji@u]vTzUvAmHnnAbCjWnSbMoA', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[40.150352, -8.865882]","[38.712875, -9.237366]",7.072,15.94,80.2,26.0,121.5,382.0,140.0,True,3534.8,True,138.2,168.0,False,True,347.6,33.2,20609966697,20609966697,2026-07-27-065611-ELEMNT_BOLT_9D28-152-020260727-7-rnejlv.fit,False,1,2,False,484.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Evening Walk,0.0,1259,1259,0.0,Walk,Walk,,WHOOP,19488885347,19488885347,2026-07-27T17:14:00Z,2026-07-27T18:14:00Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,0,0,0,1,0,"{'id': 'a19488885347', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,,,True,96.7,117.0,False,True,,,20611342363,20611342363,36397203_28f27a30-e771-4f91-a7af-b42735600b10_walking_17851724401748390258339621141.fit,False,0,1,False,3.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Roadie,16109.6,2688,2982,193.0,Ride,Ride,,Wahoo ELEMNT BOLT 3,19513812789,19513812789,2026-07-28T16:32:55Z,2026-07-28T17:32:55Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,0,5,0,1,0,"{'id': 'a19513812789', 'summary_polyline': 'cohkFpdkw@aCY}@UWQg@s@QEYJc@x@aAx@e@AWQU[mAsC_AiAo@a@_@M{AiAq@UcBeAaBs@q@i@[Gi@@mAI{@DmGjAk@FaB?cFg@s@Yu@D{CK}Fg@YBoAYgCYgADeBd@cBVsGW{BUiEo@e@e@WEMDc@XaAEe@TOXC`@L`CC^IRGDWIIOIe@i@iBaAwDGe@E_ADyERoERuIPmDDqDReA^gAh@iAr@iA|@cAhEoDv@_AV_ABk@Cg@Su@a@q@oEuGgEyF]g@Wo@Y_@}@_BYo@o@sB_JsV]w@iAaBKGYEwAFwCj@u@Ui@B[P[FeABkAK}Cm@}@u@o@mAsAgDSq@?e@Lc@ZUNEzBDbAHNAVOFOBe@`@wPASMa@gDoGKo@A_EEQIK[K{BN_@AYKGMAc@Lw@`CwILWTMxG{Bz@KTIf@ArAz@f@FXQp@u@~@?tIw@x@a@`AaAl@O^Ap@TxOnGhC~@`Bd@pCn@lN|BnDj@f@AVIZ[Rc@Fi@Cy@m@uEQmB@oBFu@RcATu@`@_A`@o@l@m@l@a@l@Wf@Kr@C@N]ZS`@SbAMlCc@rDAhBERIPk@h@Sf@CVCn@RtD?f@[jKM~AM`@k@dA_AtA]\\eA`@aCTmCbBGRNXdAz@^Nv@Jz@ErHcBL@NRVhB?jAMv@a@tAEh@K?CGNq@?OQKc@Cg@LQJYb@QBQEWQKI?IK@ORu@lBQn@Et@Hb@NZTX\\J\\An@ML@TNFXAN[f@E\\@NNTVFj@G^B`F|@b@PfBfA`Av@Xb@Nf@Hv@H~AFXn@RzB^VPZb@|CvIhCxG\\rAf@~@lCzG~@lA`IfHd@p@Nn@PZpBt@b@HhF`@`@LpBfAl@PjAJlBAp@J|@\\NJd@r@NF~@?|Cp@lCd@tAj@jAr@d@^RHRK`@m@vBwBfAeAVMnAGbAXzAn@P@?IOQkAg@IIAEBCVCJ_@?YKSe@UONSv@KDGEK]IMOEY@c@Pc@`AaE~Dy@XS@kAs@aA_@u@UwEu@}@g@YeAS[W@QXMl@Bt@Ef@e@jBa@lCKVaAlFIp@K^]jBWt@B`@`@b@Nb@PdA@x@GhA}AtGKj@CdATvBAt@k@zA}@xCkAdGw@tDDZRRbA@dEd@n@L', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[38.713016, -9.237416]","[38.712719, -9.236984]",5.993,15.24,73.6,25.0,116.0,601.0,140.0,True,307.8,True,117.7,145.0,False,True,172.8,39.8,20636985202,20636985202,2026-07-28-163255-ELEMNT_BOLT_9D28-153-020260729-2660-vtqm9t.fit,False,0,0,False,15.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Tarefas,30745.9,3752,3819,160.0,Ride,Ride,10.0,Wahoo ELEMNT BOLT 3,19514570017,19514570017,2026-07-29T11:47:43Z,2026-07-29T12:47:43Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,44,9,0,1,0,"{'id': 'a19514570017', 'summary_polyline': 'u|gkFnxjw@@mAKsAeB_LCyDFW^]xDk@d@SXe@@q@g@oBEcAh@wGNc@\\GbAPx@E~BoATW@MOWiCmBeAiAIa@Fs@~@kAtCaCd@Mt@CxCnAzOlHzCl@~L`Az@TxD`BjAEdBsArDk@v@Wn@m@d@y@f@Sl@BlAr@h@D^a@zPs_@n@sB~CiOTgBBwA{@cXsA_ZaKmaAu@cZU}EsE}g@q@qGy@uF{@{EgAwEgBoGyAkEwFuNqBoEo@mBuAgCo@yAu@cCm@iCsAiLEgf@SyEoAaK_@qBaAsDkIsU]sA]cCIuBBeHPeLCiGFeEFgUFeDNoCsAeIL_@hBeAd@m@Ho@QiB{@kFQm@QgD_CmOSgBaB_K}@yDiFgOg@cAaEaGsAcC_A{BoD_Ka@u@mA{A}AuCq@s@q@aA}DgE}UmXyAc@kAgAGQBYGO}EoEcDoCwCuB{\\{XoAsAkHkKqFqFsJoGaGgCyDeAwNaCk@]eA}AyAu@o@Aq@h@_@FuEmBkLgGwBuAwBoCI_@Ni@EWq@g@cA_Bu@}@gB{@yi@yJkFuAuEs@qAAs@R_Ap@cBpBo@\\w@HmQe@qASeCPoB]eMi@ge@qA{i@sBmAU_BVkNc@{Bl@_PhIoBZk@x@[TiTxK}@JgBl@oCZcCPiDEeHi@uUeDeCi@_FaBk@FUZKd@w@bFo@`A{AvEKh@KxA?xA~@`IP|C]`BaAjAm@zB[j@}EfG{D|D_@p@s@xBkAjBm@f@qBr@iE\\}BfBeElAs@HoAE{@V]h@y@rCsAnIw@lBq@hAsAtAuCzBkEbAsEzBiArAeD|EwBxBQl@ClBwA`JEbALp@vBhHx@tBPbA?v@WzBM|CsA|Fy@`BgErFYl@Ch@Jb@XXvAj@Xh@Jn@Cb@MZSNcBf@ELDP|F\\b@I~@e@FBP[rAo@z@?jB\\r@b@Rd@XnG^fBb@v@^\\`@Lb@C\\UT[Z{CZo@h@i@f@QtBVxAQh@_@bBmBhBcDXSd@Dz@r@V?RQJ[?c@_@{@Ey@h@cBjBmC`Aw@~@eAlB_DPCHTL|AlAnEPbAn@jELvBLn@Z|@fArBtE|NDr@Yz@C`@V\\~@TZ\\\\n@xAzENrAdBjKL^tArA`@LJETa@Mi@UOoANg@u@g@oDcAoFAiBQ_@g@c@m@{BeA}A{@eEiCcI', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[38.71275, -9.237153]","[38.80056, -9.131637]",8.195,13.52,85.7,27.0,143.9,405.0,158.0,True,538.4,True,136.4,157.0,False,True,157.0,27.4,20637764039,20637764039,2026-07-29-114743-ELEMNT_BOLT_9D28-154-020260729-7-ih14bo.fit,False,35,0,False,60.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Evening Weight Training,0.0,1753,1753,0.0,WeightTraining,WeightTraining,30.0,WHOOP,19518080151,19518080151,2026-07-29T17:11:25Z,2026-07-29T18:11:25Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,0,0,0,1,0,"{'id': 'a19518080151', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,,,True,85.0,106.0,False,True,,,20641375788,20641375788,36397203_56c1961b-41c5-401d-bd04-39aa0ae2db54_weightlifting_msk_17853450853511716088554840.fit,False,0,1,False,3.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Morning Ride,2463.0,392,447,24.0,Ride,Ride,,Suunto Race S,19525473045,19525473045,2026-07-30T08:03:26Z,2026-07-30T09:03:26Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,0,4,0,1,0,"{'id': 'a19525473045', 'summary_polyline': 'cohkFldkw@o@GaAEe@G[IYOUWU_@OEG?SLm@bASVQLUBOCME[WQ]Yq@Mi@ImAQ{AEs@B}@^iBPg@EGiAm@KMASBc@@iAASGQ@IV_@n@kC\\mBNqAb@}EJ{A?iAEe@Ic@Ww@a@q@Y]m@c@s@Uo@[_@A_@E_BYm@Uq@IsB_@MIKMGQCS?UDSxA_G^gAp@wAhAmBnAgBb@g@`@SLQFWBg@H]~AeD^q@XUVGJ@HDFH', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[38.712962, -9.237052]","[38.717113, -9.22299]",6.283,12.2,,26.0,117.8,,,False,46.2,True,87.2,109.0,False,True,82.4,26.4,20648990394,20648990394,6a6b0826db26ae33231b2a5d.fit,False,0,0,False,0.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Afternoon Ride,2200.0,560,603,70.0,Ride,Ride,10.0,Suunto Race S,19531245471,19531245471,2026-07-30T16:19:13Z,2026-07-30T17:19:13Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,0,2,0,1,0,"{'id': 'a19531245471', 'summary_polyline': '}thkFprhw@j@Vb@Hf@?jBGh@D^Jl@PJH?VVr@@v@a@lAUlAsAjHU`BM^c@fCQb@CN?NFV\\\\JVNr@Fl@@^En@Gd@qAdGQ`ACz@HZNhAH`@FPBDN@FCXQn@u@n@g@z@m@`Bu@|Am@^IJ?RHPNLh@Hj@~@nFZ|BL~@Bn@AhA', 'resource_state': 2}",False,True,False,False,everyone,False,b8952706,"[38.717623, -9.223432]","[38.71282, -9.237015]",3.929,12.0,,31.0,164.4,,,False,92.1,True,126.7,141.0,False,True,69.6,13.0,20654937833,20654937833,6a6b7d1bbd4e8d2fce21381a.fit,False,0,0,False,4.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Afternoon Ride,13630.0,2435,2493,165.0,Ride,Ride,,Suunto Race S,19532131480,19532131480,2026-07-30T16:51:48Z,2026-07-30T17:51:48Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,8,4,0,1,0,"{'id': 'a19532131480', 'summary_polyline': '_qhkF`dkw@{B_@WMe@k@IGSAOHQTUVU^WZWJc@OMIUWqAsC]g@a@c@}AaAqAo@WSq@YeBiAiBy@YSWGc@?_AGoABcANyA\\cB\\uAHy@?uFi@q@Yw@FkAMm@A]@YE_EYo@Mw@Ea@IUA}@Mm@EwABcBb@gAR]BeGYaCSgEo@OIWYMGI?ODSPOFu@ESBOFSPITCXNzBAj@IRKDKAKO]kA}A}FKs@Cu@@oCLeEHyAFyDAaBJqCAKKSOIMCUBk@d@W^Yh@M\\Mt@GhBIbAGZm@~AMVk@j@m@T_BPiAXk@ZsCb@]HSJ[TeBbCc@^g@N}AVuPpHe@Ju@FKDIHOX{@`AYb@_@t@QVUPe@P_@Xa@Pe@BYC[Kg@YuHuG}CuCQMUGY@_ALs@LOCM@QPk@Li@HuAHi@A{Ei@k@Ce@BIGGQg@IG@UTU@{JKu@?k@FoH`Ce@BY?WIOUWu@Kq@WyLGoACYQo@KWs@kAq@sAsAwDI_@Kq@MoCBo@ZeCAk@Bu@IeEBaBLmBL{@Le@Zw@xBmEZcA\\_CtAeLp@yE\\wBDOHKHGr@QFIDM?OCKOUCYNmAP_@b@aCCCQpA[`BKz@ENMBS@E@IJe@\\gGjCI@GAa@]MWOi@a@qB}CiQcDaSKkAAs@Dq@Jk@l@uALgA^eATaALoABeB^aDB]?w@LeA?u@DeACWOo@Cw@UaCa@mCMs@u@uCaC_J_@cBUeBk@aHEYQk@Gc@Sy@Gk@?[@g@x@yJ^sGT{B\\wB?a@ISY]aCeBq@c@kAc@sEw@m@QqB]MIOSe@MWEe@Uw@k@UMi@e@m@aAaAsB{EoLWw@UeAIs@FY?IOa@EUAi@Du@TgB`@sAv@{A`AsAhBmCdAsAPCH@VVRHR?RCPIFGN[Ng@?m@[uACUAkDB_BAuCCiD@oAD]G_@?KnAgQVoBNeBJq@h@uFLsB@q@A{DQ}L@QJg@JQ\\Wp@G`ECZGRUF[Ca@Ae@', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[38.713313, -9.237253]","[38.761455, -9.165098]",5.598,11.8,,27.0,138.7,,,False,337.7,True,131.4,152.0,False,True,181.2,84.2,20655845848,20655845848,6a6b8d5a2f03602445013ff3.fit,False,0,1,False,26.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Evening Ride,13785.0,2599,3022,165.0,Ride,Ride,,Suunto Race S,19533567256,19533567256,2026-07-30T18:28:04Z,2026-07-30T19:28:04Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,2,3,0,1,0,"{'id': 'a19533567256', 'summary_polyline': 'srqkF`h}v@@l@Fh@?j@CBy@FkB?}@B]M_@?_@FS?WLKTCr@Fr@JfMFbCqA~L]zDMl@q@dJCpACRK~BGr@@`@E|@?dEBhD?xDCXKd@KRmEdG]\\i@p@QHY@AFB^ELs@pAi@~AWzAQhBEvA@\\Z|BXhA\\dAfBhEjClGj@nAf@t@jAfA`Al@h@Tx@VlKlBfA`@nDbC\\XPXTLXFPTVTz@b@nGnEl@V~CfB|Bz@lBz@jA`@zAx@f@HTJVRTVVTZRZNh@NlAl@~A~@pAdAt@`@~@TjFZTCDEFUd@oDpA_InAkLLSRE\\Fp@T\\Br@GPINQPa@ZcBv@gCr@qCt@eCLURGxCTzADRBd@VxABF@BDCDE@cAEDB\\Bf@An@U`Eg@B@XnBT`@Hd@N^f@vBJl@Fz@R`AT^^\\\\VJLNjA@DPLDHFh@FZXh@t@z@Nb@V|EBlCBp@XxC?j@Fh@Xj@h@`BTVZTDr@Lj@d@jAJf@JTT\\l@d@lAb@DDVt@L`AXvAT^XXb@p@Z`@@DCRMTSRIPQVGZ?VHb@R`@Tp@ZzBPf@NVh@b@fCpArAdAfCvAnBx@hBh@tHbEt@f@x@r@j@h@^V~EpCnAh@dANj@Ct@OdBm@f@Gf@?XFh@RnA`A^Td@L|@D|@MhGwAXCJDDJVnB@PCPGLIHKBqAJsAZ[Pa@b@e@`Au@nBMd@AR@d@Jb@R^JJ^L`@?^KN@NDHLDL@LENOVGT?XDLHHJBJ?ZI\\?fF`AdAd@`BdAl@l@LPPd@Lf@R`BB`@FZHFRFdBVz@ZRPb@~@bA`DvDzJZ~@Rx@`@t@jCzG^l@^b@zEbEhBfBd@n@Rt@RVf@Pf@Vl@R`@FfDP|@P\\LdB~@h@PbANvB@n@Hv@VLHPZF\\Av@a@dB}@|ESn@[hBWlB[|AGTQ\\?VDVd@h@L`@L|@BbAMhA{A`HIv@B`ABRJRRjABFLFj@WtAuAp@e@bB}@~Am@h@MT@ZRJR^lCb@fCd@bDLnA@fAKzAOz@[vAOVAH@HFD^T`@`@FFDRERILq@N]NcDtBeEjBm@NoAp@}@Bg@EWDCDAHBXAHy@TICKUYDEEAMFNB@JIN@DVHDb@@PKDK?QEWFOTA`ALjAe@', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[38.76159, -9.164993]","[38.712893, -9.237322]",5.304,13.6,,27.0,132.0,,,False,343.0,True,132.3,163.0,False,True,128.6,31.6,20657317540,20657317540,6a6ba6d2de5c623b0031e3d0.fit,False,0,0,False,36.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Adeus julho 😘,62924.6,7189,7976,335.0,Ride,Ride,,Wahoo ELEMNT BOLT 3,19538873294,19538873294,2026-07-31T05:00:00Z,2026-07-31T06:00:00Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,12,9,0,2,0,"{'id': 'a19538873294', 'summary_polyline': '{mhkF|dkw@}Eq@g@m@OkAhB_KxBqFk@eEfBgKIuG`E_V`@k@bInA`FfCzF{FpAQfU~JrRxB|EjB~@G|ByAtFw@bB_Cr@Vr@zAeCbUA|Y}DrvAq@`DmHlMg@bCWdFf@`E|CnFl@xBHnHdArJi@hHDxD|DlUp@bLdFpTIhCoAfES`CeAv^`@`Mp@jCxEbIjAzKbDfH`B`LhGdL~EnClAvAbG`Q|ErSfEdJnClDzGtFjBlD|F`[VrFQ|LtAvGxPnQ`W|PhCtDlApFb@fEKx^cAtCCzBy@lDmQdh@yBzPo@jBFfBmApNLvBnCvNCxCi@lCiFjI}GlEyAnBoA`IyCfEs@nB_A~Fk@dNiBdHgIlJmDhKuB|DcLlKuErKsDvOIxSu@lF_EdMmClGaFzPiOtXoCfJkMnYGnBn@|K_@bBwAzAe@zA?jLg@hKHxLY|AiBtCo@|B?nK]`CpDxHnDrDfDlPlBpVNnIc@|H{BvNlCfCj@fAUjId@tDxA|DUjBaQzTqGbMiCrCiCpB_B`@i@nAoBjAu@pA}UvRc[xM{FzFyPrCwIRaO~FcKfBcEJ_RxGoCWwK~LkJnCwFx@_M`IuHhBuEfEaCfAaI{BeFgCmW{EqLYqIeCmBb@c@nCPzBhA`Cv@m@|FYjNPlEpDbA^hKOx@t@jA`D`FxEjLnClLpBlAl@nBpCbEVzG`DlAvAh@lBJpBY`IvCfGrB`RfCpFfFnOtFhBjCzCp@nDbA~Oj@jCbAjBjDzA~JiAfI~AjBlBdHzM`HPdBf@zU~N~HzJnBzAtPhHnK~ArGeAxEgDdD_FbJqSvHqJlWe_ApF{JlHmUfEwIfAoJFyk@cB_Q^s`@k@oPnBgOrAkUdB{Of@yAt@wKiCih@BiA|@sB{AkEmAkBq@FyEtD_AWyAqCi@IeFrEwAZ_Eo@uBqB{@uBeAkMWkMgB{UoDuPyEgF}@gBa@gCGwNVcB~BsDb@oBZyW?wKvC}HI{JfNm[`HeWdJsQpD{M~CoHvD{Lt@yEPqUxBaIbBqClAuGbC_EhK{JzGaQvHwIhBsGn@oNv@kFp@oBxCeErAwIrAsBpHcF`F}Hn@oDAqCqC{NKyBrAoN|BcSlScn@|@gEt@uIIqZqBmLyCcEcVcPiQ_RoAgGR}LSaFyFa[oB_EaIcHeEcHeCiGcFuSyFyO}GqEcG{Ki@cBy@uHmDoIgAoKoEgHw@iCa@eMt@uYZwFzAuFFiCaEwOw@kFWiH{DqUAsBbAcKgBsJOaIc@kBeD{Fe@iEz@uIxGoLbA}D~DmwA@uZn@kIhBuJk@_AmBu@{BxBsDj@', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[38.712798, -9.237226]","[38.701632, -9.228796]",8.753,16.14,88.4,16.0,152.0,619.0,168.0,True,1094.1,True,135.8,235.0,False,True,171.6,31.8,20662810375,20662810375,2026-07-31-050000-ELEMNT_BOLT_9D28-155-020260731-7-3dsze1.fit,False,1,1,False,109.0
