resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,device_name,id,id_str,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,average_temp,average_watts,max_watts,weighted_average_watts,device_watts,kilojoules,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Angliru do gravel 😳,32799.2,6321,6853,900.0,Ride,Ride,10.0,Wahoo ELEMNT BOLT 3,19775816259,19775816259,2026-08-17T05:31:30Z,2026-08-17T07:31:30Z,(GMT+01:00) Europe/Madrid,7200.0,,,,0,10,0,1,0,"{'id': 'a19775816259', 'summary_polyline': 'efpfGzfu_@NcJQmLaBgA_DaM{BqBeByL}Bgc@VoEQsGh@aEzBsE~FoIpAsDnE}E~AoCnFyQ`C}C|AeELgDe@_AoAk@k@sBC{CVgAtC}BhAkDjFoDbAeC|EiEnDkJ`AkFtAyBfMiMxI_FNkBeAsBBw@jCRrDaBpGwMfBiHt@w@`Dy@f@pAAdG\\Vd@aDG{BzC}BbG}MpGeIj@wBdAuJnCgCdC}DvC@~AeG~FkHl@wFm@kOr@oFbAcB`Bb@xAxA`BIfBf@QlBNP|@w@R_CnBaFRBMtFPTxAgDtEw@IwBRmAjAyA|EzBdAnC~@Eu@v@}Ag@s@rAK~CpAtD{BpFJtGk@nEMpDtAfBlFg@lEpDPhAaB~FFtGhEwD|E`@fB|AzAiEtCaDrFsDvGeBxEf@xB`AEpDa@vAt@z@fCT~H}@nEwCJo@}@kCDkAdG_GzBt@r@fDvGhB~@t@lB|GHhDXh@bBr@zFIrGuG|BcDnAwCpEwB`ANrBpEbA`F}BbEwApGd@nGkAtAoCpKDl@pEjB`AtF~BlAnDzGdB_AtBBpBiBzDb@fAg@fANHhBlAlA\\lB]bE\\hCm@fCi@vG|A~AZ~@HbC[~Ez@zEbBfFrESdA~BXsBnA{@^wCd@[a@N]|CqAbA]xB[wAk@m@qEZqA}DiAmFN_KwBaDpAeLQkCVyCe@uCcAeAA{Aw@]cBf@oDg@iAh@o@dAgBIqB~@mDsGaCsAcAqFsEqBE{@bCoJpAeB_@uGpAeG~B{Eu@uD{BkFgAUeEtBiCtEeJ`KyFFcBq@]a@EoDiAoFq@cAoIiCs@kDoBs@}@^gEzEIjAx@fCGp@kEtC}HbAuCWm@u@r@sEO_AkIeBwGjByFpDcD~DoA`DiBsA{E]}DpDIeHzAgFEy@cE{D_GV}@m@Y{@r@yJGoHtBiFkA}CD_Dx@{AzA\\r@q@cAC}AaD{D{AsAtBGbDoEv@{AbDQa@LqEQOoB~EUxBy@v@aAsCyBI}CyBs@@aA|Ak@bEd@fNG`Di@`D_GrH}A|FwCAiDjFqB`B}@jJs@lCmDvDmCjEmEfK{C`CBdCm@rDS_@BkGg@}AyD`Ai@`A{AhGiHzNsDrAwB]C`AbAvBOdBsItEeMhMyAhCmAxF_DlI_FlE{@zBaCtB{Aj@iBhEmCxBYrAFtCf@fBnBdBAfD_BnEoCxD{EpPkB~CkEvEuAzD}FjI}BtEi@`EPpGWdC@rF`Cr_@dBdN`@Rn@g@b@XxC`MnBjBAhV', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[43.177013, -5.358588]","[43.177096, -5.358549]",5.189,14.86,74.7,13,146.3,358.0,173.0,True,925.3,True,137.6,170.0,False,True,1172.6,550.8,20908370332,20908370332,2026-08-17-053130-ELEMNT_BOLT_9D28-172-020260817-8301-s8vraf.fit,False,0,3,False,105.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Commuting,1292.1,574,574,24.0,Ride,Ride,10.0,Wahoo ELEMNT BOLT 3,19790177161,19790177161,2026-08-18T08:20:32Z,2026-08-18T10:20:32Z,(GMT+01:00) Europe/Madrid,7200.0,,,,0,0,0,1,0,"{'id': 'a19790177161', 'summary_polyline': 'k|egG|bsQb@q@TO@DFEVI^FXAJClC@P@b@Nb@F\\@VC@CCCa@NGCG?KISB}@x@o@^SBo@Kc@Ba@V_@d@', 'resource_state': 2}",False,True,False,False,everyone,False,b8952706,"[43.290825, -3.054535]","[43.290707, -3.054548]",2.251,5.88,49.5,21,38.9,426.0,96.0,True,21.4,True,92.1,143.0,False,True,366.4,342.4,20923104935,20923104935,2026-08-18-082032-ELEMNT_BOLT_9D28-173-020260818-7-j4bex1.fit,False,0,0,False,1.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Afternoon Swim,100.0,131,178,0.0,Swim,Swim,,Suunto Race S,19800101734,19800101734,2026-08-18T14:06:44Z,2026-08-18T16:06:44Z,(GMT+02:00) Africa/Blantyre,7200.0,,,,0,2,0,1,0,"{'id': 'a19800101734', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.763,0.88,25.2,27,,,,,,True,134.6,150.0,False,True,,,20933228333,20933228333,6a84cb0cc441f34ce2602b96.fit,False,0,0,False,3.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Zarautz 😎😘,52908.1,7137,7452,526.0,Ride,Ride,,Wahoo ELEMNT BOLT 3,19804912396,19804912396,2026-08-19T05:27:03Z,2026-08-19T07:27:03Z,(GMT+01:00) Europe/Madrid,7200.0,,,,0,15,0,1,0,"{'id': 'a19804912396', 'summary_polyline': 'mvagGnyeKgBzEmEtFcCrGf@nDpBp@Xz@OfFq@zAL|IgApEAfB_CnAgA]DnAsAx@sM_EAdBbGzD}@~CYhMm@`@}AoAcADyAtCFfDwJh@eC~Cu@do@LpCt@pAzARpBwAr@lBQrAqBfCIhE}A|C\\jArAFrA`D`@pRvDvOzExKbJr[rPnXn@|E]lKkAzDoCfC{KnGuIJcHfJwJ`DqKbV_ArD[vENlG~@`FnCtFvCdDtDtBbOh@zIhClA~@~BxX@|Hy@tAmAN{ZqLcWbAwDYuAbA_F~LiAhJz@tIvBhH`CjDzGlFrDpFVrAuG`a@_B`Hq@lKb@hFzCfJ`EbEvNdEzHh@jA`Af@lBOlCcF`TsAvNJzb@yBnF_AdLcB~HFjC`EhOIxEwBxIKnH`ExJpHc@v@f@QpXcA~GVnBvH~HhC|J|EfFxA`AnAa@t@kJLjKa@xAkAp@mDiBcC?}EvDmE~IwFdGcECaFzB}Ev@oAvAmArEuIrQe@xBBrHoA|FeAlMmHlV_AnAaIbZ_@xIm@vk@iC|]H`R_HtF}Qn@uAhD}@fFmD~CgGbK?pBdGnIp@rDAbG~A`FO|BeGjFoGn@eD~CwDt@yHo@qAv@gCfIrBpQiB|NkFpIiClH{HfEaAlDhAaD~HmElCsHfFmItAmIPiEiBmOtBkJrAu@rHp@pDs@jD_DxGu@`GiFRkC_BqFGgHiAsEcEsFSkAZiBzE}HjD{C|@}EdBsDvQw@`H_GWaP|Dqn@Fq^d@kIvC{K|@w@p@_ExAaCfIgZ~@}LtAyGIcGZqBbJoRlA{E~@iAbFy@jF_CfDPhGiGvD_ItCcCbDeBtFlB~@o@h@mBOqKc@PCbG[nAuA\\mAaA{EkF{B_J}FoFcAsBKqB|@oGZ{\\k@Mo@vBwGh@{@_AiCwHNaIrBgIJ_EUmCiDwKGgDnDcOMeE|BsF[}YNwHpAqM|EsSRwCe@wBcAaAeIo@uNcEmDcD}B_GsAoGTkIdH_e@|AgFDcBeEyHeGwE_DmEaCmIk@}GhAmJ`FeMnAu@nDXlW_AlZnLlAG|@aAJiJeC}XeHoBoC_BmNa@mE_CmDmEuB_F_AyGD{FrAcItKcVbJoCjHkJrJUnLeHvCeEt@wHAmGw@{DiPmW}HgYyFqMiE{QU{PoK}Y{Cua@_BsNuCyLlBsOpCcFfAaEe@{LuDwTvAiRdEaQR`DlBo@fA`CbG}AN}Kh@gFv@}Ah@aI[mErA_KEaG`QvG`F_HfGOv@sGYaAbH`B~BhD|DlBxGzG|I`GvBf@mAfDwAjAuLQl@~G{B^', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[43.266167, -1.998355]","[43.265395, -1.998787]",7.413,16.94,84.8,19,140.4,388.0,159.0,True,1003.3,True,140.1,168.0,False,True,140.0,0.6,20938192986,20938192986,2026-08-19-052703-ELEMNT_BOLT_9D28-174-020260819-6-zce2uo.fit,False,0,2,False,138.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Ride,2949.5,1123,1975,17.0,Ride,Ride,,Wahoo ELEMNT BOLT 3,19821118832,19821118832,2026-08-20T09:04:02Z,2026-08-20T11:04:02Z,(GMT+01:00) Europe/Madrid,7200.0,,,,0,3,0,1,0,"{'id': 'a19821118832', 'summary_polyline': 'uucgGz`gLAa@D]C[@QBKH?OSAc@HwFBq@BOJINAFI@EWc@AYHa@D]ZmAHg@@aAO}@MKUKQCS@qDxAUFI?m@P[Dq@Fk@EOGCEAEBg@C_@HcBD}BEKIEg@AMCIKCKIGiACIIEKEUGoBOuB]wHCEEAGHMAI[OCEOKQ@Y?IGKmDmAwA]G@KHGd@@bCJn@PtBGZ?b@DJFDf@Q\\GL@DFNpBDfA?NABDX?VBJLJB`@?r@EZEJMR]PwCKG@@LIDCF@LE\\KDEAADItFGb@GzA@ZFVCVWFM?a@OUOQCc@Ms@?EBk@EYGq@GI@M`@I`BKvEALGBI?EDItBEHC?aAOi@EA@UpEG?IKUC', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[43.277748, -2.172357]","[43.287274, -2.171119]",2.626,5.22,34.7,24,25.0,182.0,34.0,True,28.6,True,86.6,100.0,False,True,7.2,-4.0,20954832209,20954832209,2026-08-20-090402-ELEMNT_BOLT_9D28-175-020260820-7-uej409.fit,False,0,0,False,2.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Ride,4115.1,886,1591,37.0,Ride,Ride,,Wahoo ELEMNT BOLT 3,19821517331,19821517331,2026-08-20T10:32:41Z,2026-08-20T12:32:41Z,(GMT+01:00) Europe/Madrid,7200.0,,,,0,2,0,1,0,"{'id': 'a19821517331', 'summary_polyline': 'glegGz_gLZ@RDVTKh@S`CIt@AZKv@BZA^YbDQvCG^AXEFCE?CLq@@a@AWIGHKD]AOEMAFFXAp@BZC~@?nBf@zJBHFFHB`@BlEhAnFzA^N`AVTLLJHNDP@RCr@OhAARBBDA@ED]LmA?]Im@OYYQgA_@yDcAMOAK@KDIvAgAh@W`@CJEHIFKF]F}@`@eDN}BP_Bb@iCHSFEFAJ?PJlCvBf@h@FDPDb@F^?jCSnAQp@Mr@CVF^XJ@d@BLB`@V|@`@\\Fb@CXKVSVa@Ni@D_@D{CHgDFa@@_@HMJELBHPMIS?IDILCNOhIENKTAj@Kd@CHML_@R_@DW?MEmAk@}@w@WE_AAeD`@wCTWAKCIIYa@SEMIEY]KK?MM[MSYa@_@_@YECG?MJKPw@vECRIJM@YGu@GQCM@QRAj@Gd@OLKAeAk@]Ca@MS?GDO`@Gf@Kb@', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[43.287575, -2.170757]","[43.286156, -2.176258]",4.645,9.82,56.9,20,79.9,366.0,111.0,True,70.1,True,90.7,132.0,False,True,60.6,40.2,20955242425,20955242425,2026-08-20-103241-ELEMNT_BOLT_9D28-176-020260820-7-w8bemv.fit,False,0,0,False,2.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Ride,1293.1,516,516,9.0,Ride,Ride,,Wahoo ELEMNT BOLT 3,19822217880,19822217880,2026-08-20T11:41:15Z,2026-08-20T13:41:15Z,(GMT+01:00) Europe/Madrid,7200.0,,,,0,1,0,1,0,"{'id': 'a19822217880', 'summary_polyline': 'wwdgGrtgLF[?KJ_@FeAHKXCFOJELFTTFXDFZPFJHJh@XBJK^?RFPFF`@DTC\\FR?LDn@EHBvACd@EFBL?z@K', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[43.283585, -2.17532]","[43.277725, -2.17236]",2.506,10.1,41.9,19,32.0,195.0,45.0,True,16.2,True,80.6,104.0,False,True,154.4,146.4,20955958011,20955958011,2026-08-20-114115-ELEMNT_BOLT_9D28-177-020260820-7-6sh8f4.fit,False,0,0,False,0.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Andazzarate climb 🫡,59048.6,8030,8275,796.0,Ride,Ride,10.0,Wahoo ELEMNT BOLT 3,19833480029,19833480029,2026-08-21T05:29:53Z,2026-08-21T07:29:53Z,(GMT+01:00) Europe/Madrid,7200.0,,,,17,18,1,1,0,"{'id': 'a19833480029', 'summary_polyline': '__bgGfhqK?bG_Fm@MaM`Lb@`G{BhDkDW_G_DuK_FsKX{N_A{Ay@eGgQgYkHiXwFkMgDkNo@uSkKkYaDob@eBoOiC_LnBePzEgKi@eM}DuUxAiQ`FsUaDo\\C}DhC}a@lAkCfCmSjByCxe@}AbQwOnViEfEl@|NnRBfKl@bBbDXzA_B`AF`B|DvEjChDlGhXfMnD`DDdB`@aAlItHhVfEbM~GrEbA~AlAr@zBvEj@fM~JfOxGlEKnChCn@mCf@Oj@dCpDxBlXxYxAxGbKbYdPjWjA^vL`UWzE~H|EpWr@zA|LxJ`OzDrLpO`XqGnKoAvGp@dEdDrDtC~HhGxGnExBr]tb@nBXfEeDjBr@xC|SYvBaBfCElCbG~P`J~MhBj@~Dy@lFfAfFoDnBT^dAkCdHuBnMxEh\\|BdJsCbLcAdbAvFnl@aInVcB~NyFhEgF~PmExIiKvCpAtIeBtEmD|AgIb@oEwCg@bA`@jGuAdAqB{@cAh@Y~Ah@lHYvMuInCEjAfAhCMtAeEzFaDRCjGuChBUxCcCtDh@~B`DGdHhDpF{@`DuD`I_@|CiBzEdDm@rBiGzDyCnDmAfFgExFaGrTcAvFVxArDvClBjPdDpEf@`JS`Q~BpJwAhGMzKj@~KyAb@uJoHcCAcGdDoChPs@|@kC}CkBmG_EaGeC|@yBvFgGeGaFt@sBtKgEdCcDjG^zArCn@|BrBTjHxEbNdAhFEbDqAtF}IlCsAhGmArAaGyBcJwGoEfCkBtD_FKiAuGu@wAaECwG}CmCjAcDhIaHhIkJoOyEaFmBsGiDmBmAsDiD_BkCsHwDaAsJxByArCQvCbA~Bx@jOwC`JTdGnAzC@`CsIzHsGhCw@jBZrFrFvM`AxErExEyC|DQvJw@~@eBw@wG{HiDc@_EoC{CqEiBWyByBmFw@}EuM{CiCk@qJoAwCgGn@iCcFgFk@wEvCqDLiDbCYmJw@uBeEhA}CoDiG}B{DsDyAwFwBiCaAyS{AgIcFwA{EgDyE}FwEiB{HmLyKiHiTcHuEiS`CyBvEnBzAa@z@kCAoJu@K?~Fc@dBgCSoF{FiCyJsGiGm@iD|@yG`@w\\q@Sm@rB_Hf@_E{KReHnBoHLkEcEuPA{CnD{NMqEvB_FKgc@jAqMhF}TJcDsBeDwHi@kOqEoDuDkCwHs@eFl@cLhGu_@nBgJuEuIgGuEuCeEwBwHq@yHlAcJrEmLjAcAf]i@xZlLtAMz@uACqKgCeWuLiEaQcA}FsFaDmHy@yHj@iK~LyYzJeDtGyIbJQxM}H`CsD`BqLEtOnJxVn@fHoCfDyF`CqDNoFsA}@dAp@rLbFf@_@wF^[', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[43.26696, -2.061393]","[43.266906, -2.06141]",7.353,16.06,83.9,14,157.3,441.0,182.0,True,1263.5,True,140.8,174.0,False,True,445.2,19.8,20967517477,20967517477,2026-08-21-052953-ELEMNT_BOLT_9D28-178-020260821-7-cl8qnj.fit,False,10,2,False,169.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Commuting,1476.1,690,1785,47.0,Ride,Ride,10.0,Wahoo ELEMNT BOLT 3,19855761980,19855761980,2026-08-22T08:22:45Z,2026-08-22T10:22:45Z,(GMT+01:00) Europe/Madrid,7200.0,,,,0,0,0,1,0,"{'id': 'a19855761980', 'summary_polyline': '{brcGv|zMn@}B?QAi@MeAGe@Qc@wBkAsAuALB?GGDGCGDE?SLKEEMY[c@Me@I[KaAFCDUSGK_@@Mc@ICEBCC@UGS@Y?l@BJDFHABBLb@ZAJTJD^CV?JCPBLHbAPLH\\d@JFXQR?FFFLXXP^XH|@f@TRRFFFJVXrBBl@AVO^_@zAEH', 'resource_state': 2}",False,True,False,False,everyone,False,b8952706,"[42.69685, -2.438803]","[42.696875, -2.438902]",2.139,6.1,46.2,24,47.0,249.0,67.0,True,31.2,True,93.7,148.0,False,True,714.0,664.2,20990383904,20990383904,2026-08-22-082245-ELEMNT_BOLT_9D28-179-020260822-6-s4qd79.fit,False,0,0,False,1.0
2,"{'id': 3606646, 'id_str': '3606646', 'resource_state': 1}",Commuting,1302.4,412,537,44.0,Ride,Ride,10.0,Wahoo ELEMNT BOLT 3,19855764985,19855764985,2026-08-22T09:55:01Z,2026-08-22T11:55:01Z,(GMT+01:00) Europe/Madrid,7200.0,,,,0,0,0,1,0,"{'id': 'a19855764985', 'summary_polyline': 'gkrcG~lzMMSMCQK[AGEG@WM]EM@]NGAQ_@K?UDKc@EGA?KFENFrADLH?@BCDIMG]@{@C_@@SDMDEHAKFKV?FBFFBPAv@Oh@OL?HFDNDVBj@~A^j@h@FB`@KH?HF^b@P\\dCxAHHJ`@L|@HvAAPMh@c@vA', 'resource_state': 2}",False,True,False,False,everyone,False,b8952706,"[42.696037, -2.435962]","[42.696905, -2.438837]",3.161,9.4,56.2,21,118.5,305.0,141.0,True,48.9,True,111.5,143.0,False,True,712.0,662.2,20990387077,20990387077,2026-08-22-095501-ELEMNT_BOLT_9D28-180-020260822-7-qz753.fit,False,0,0,False,1.0
